id;producto;categoria;link;imagen
240902_008;Maleta pequeña;Mochilas, bolsos y maletas;https://www.logrolimpio.com/catalogo/maleta-pequena-240902_008/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/09/240902_008-612x384.jpg
240902_004;Repisa para baño;Otros Hogar;https://www.logrolimpio.com/catalogo/repisa-para-bano-240902_004/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/09/240902_004-612x384.jpg
240902_003;Caja plegable de almacenaje;Otros Hogar;https://www.logrolimpio.com/catalogo/caja-plegable-de-almacenaje-240902_003/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/09/240902_003-612x384.jpg
240902_002;Lote de cebadores para fluorescente;Elementos de decoración;https://www.logrolimpio.com/catalogo/lote-de-cebadores-para-fluorescente-240902_002/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/09/240902_002-612x384.jpg
240830_058;Juego infantil;Juguetes;https://www.logrolimpio.com/catalogo/juego-infantil-240830_058/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_058-612x384.jpeg
240830_055;Maleta de viaje;Mochilas, bolsos y maletas;https://www.logrolimpio.com/catalogo/maleta-de-viaje-240830_055/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_055-612x384.jpeg
240830_053;CDs;Informática;https://www.logrolimpio.com/catalogo/cds-240830_053/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_053-612x384.jpeg
240830_052;Lámparas de noche;Elementos de iluminación;https://www.logrolimpio.com/catalogo/lamparas-de-noche-240830_052/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_052-612x384.jpeg
240830_051;Cesta almacenamiento;Otros Hogar;https://www.logrolimpio.com/catalogo/cesta-almacenamiento-240830_051/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_051-612x384.jpeg
240830_047;Hielo;Otros Hogar;https://www.logrolimpio.com/catalogo/hielo-240830_047/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_047-612x384.jpeg
240830_046;Cazuelas de barro;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/cazuelas-de-barro-240830_046/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_046-612x384.jpeg
240830_039;Tazas de café;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/tazas-de-cafe-240830_039/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_039-612x384.jpeg
240830_038;Licuadora;Pequeños electrodomésticos;https://www.logrolimpio.com/catalogo/licuadora-240830_038/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_038-612x384.jpeg
240830_037;Libros Urbanidad y Soluciones analíticas;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-urbanidad-y-soluciones-analiticas-240830_037/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_037-612x384.jpeg
240830_035;Libro The Spanish Game;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libro-the-spanish-game-240830_035/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_035-612x384.jpeg
240830_033;Libro Diccionario de filosofía abreviado;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libro-diccionario-de-filosofia-abreviado-240830_033/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_033-612x384.jpeg
240830_029;Libros Temática Religiosa;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-poesias-san-jose-de-calasanz-y-milagros-de-nuestra-senora-240830_029/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_029-612x384.jpeg
240830_028;Recipiente leche, café o té;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/recipiente-leche-cafe-o-te-240830_028/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_028-612x384.jpeg
240830_026;Dinosaurio;Juguetes;https://www.logrolimpio.com/catalogo/dinosaurio-240830_026/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_026-612x384.jpeg
240830_025;Libro Alfonso imágenes de un siglo;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libro-alfonso-imagenes-de-un-siglo-240830_025/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_025-612x384.jpeg
240830_023;Libro El caballo;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libro-el-caballo-240830_023/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_023-612x384.jpeg
240830_021;Libro primeros auxilios;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libro-primeros-auxilios-240830_021/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_021-612x384.jpeg
240830_019;Libros sobre pensar;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-sobre-pensar-240830_019/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_019-612x384.jpeg
240830_015;Libros J.J. Benítez;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-j-j-benitez-240830_015/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_015-612x384.jpeg
240830_014;Guantes;Material deportivo;https://www.logrolimpio.com/catalogo/guantes-240830_014/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_014-612x384.jpeg
240830_012;Termostato;Otros Hogar;https://www.logrolimpio.com/catalogo/termostato-240830_012/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_012-612x384.jpeg
240830_011;Libros sobre psicología;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-sobre-psicologia-240830_011/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_011-612x384.jpeg
240830_005;Libros plantas, setas y hongos de la Rioja;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-plantas-setas-y-hongos-de-la-rioja-240830_005/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_005-612x384.jpeg
240830_003;Libros sobre la Rioja;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-sobre-la-rioja-240830_003/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_003-612x384.jpeg
240830_001;Libros empresariales;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-empresariales-240830_001/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240830_001-612x384.jpeg
240829_040;Archivador;Material escolar;https://www.logrolimpio.com/catalogo/archivador-240829_040/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_040-612x384.jpeg
240828_019;Cuenco de aperitivos;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/cuenco-de-aperitivos-240828_019/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_019-612x384.jpeg
240829_025;Películas variadas;Películas;https://www.logrolimpio.com/catalogo/peliculas-variadas-240829_025/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_025-612x384.jpeg
240829_024;Tazas de café;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/tazas-de-cafe-240829_024/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_024-612x384.jpeg
240829_022;Tóner HP o CANON;Informática;https://www.logrolimpio.com/catalogo/toner-hp-o-canon-240829_022/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_022-612x384.jpeg
240829_021;Rallador de queso;Otros Hogar;https://www.logrolimpio.com/catalogo/rallador-de-queso-240829_021/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_021-612x384.jpeg
240829_020;Calentador automático;Otros Hogar;https://www.logrolimpio.com/catalogo/calentador-automatico-240829_020/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_020-612x384.jpeg
240829_017;Platos y tazas para café;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/platos-y-tazas-para-cafe-240829_017/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_017-612x384.jpeg
240829_016;Tazas de desayuno;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/tazas-de-desayuno-240829_016/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_016-612x384.jpeg
240829_014;Bandeja de cristal;Elementos de decoración;https://www.logrolimpio.com/catalogo/plato-de-mesa-240829_014/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_014-612x384.jpeg
240829_008;Cesta decorativa;Elementos de decoración;https://www.logrolimpio.com/catalogo/fuente-240829_008/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_008-612x384.jpeg
240829_003;Vasos de cristal;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/vasos-de-cristal-240829_003/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_003-612x384.jpeg
240829_001;Jarra Agua;Vajilla-Menaje;https://www.logrolimpio.com/catalogo/jarra-agua-240829_001/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240829_001-612x384.jpeg
240828_036;Libros Medio Ambiente, Botánica y Ecología;Libros, revistas y cómics;https://www.logrolimpio.com/catalogo/libros-medio-ambiente-botanica-y-ecologia-240828_036/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240828_036-612x384.jpeg
240828_032;Triángulos del coche;Otros Hogar;https://www.logrolimpio.com/catalogo/triangulos-del-coche-240828_032/;https://www.logrolimpio.com/wp-content/uploads/classified-listing/2024/08/240828_032-612x384.jpeg
